"#Modified dataset.  Original Data Source Credit: Small Area Health Insurance Estimates Program, U.S. Census Bureau. (https://stanfordphs.redivis.com/datasets/4mz7-dh26w34ns)",,,,,,,,,,,,,,,
# Here are the descriptions of this dataset:,,,,,,,,,,,,,,,
# year - Year of Estimate,,,,,,,,,,,,,,,
# statefips - Unique FIPS code for each state,,,,,,,,,,,,,,,
# countyfips - Unique FIPS code for each county within a state,,,,,,,,,,,,,,,
"# geocat - Geography category, 40 – State geographic identifier, 50 – County geographic identifier",,,,,,,,,,,,,,,
# agecat - Age category,,,,,,,,,,,,,,,
# racecat - Race category,,,,,,,,,,,,,,,
# sexcat - Sex category,,,,,,,,,,,,,,,
# iprcat - Income category,,,,,,,,,,,,,,,
# NIPR - Number in demographic group for income category,,,,,,,,,,,,,,,
# NUI - Number uninsured,,,,,,,,,,,,,,,
# NIC - Number insured,,,,,,,,,,,,,,,
# PCTUI - Percent uninsured in demographic group for income category,,,,,,,,,,,,,,,
# PCTIC - Percent insured in demographic group for income category,,,,,,,,,,,,,,,
# PCTELIG - Percent uninsured in demographic group for all income levels,,,,,,,,,,,,,,,
# PCTLIIC - Percent insured in demographic group for all income levels,,,,,,,,,,,,,,,
# state_name - State name,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
year,statefips,countyfips,geocat,agecat,racecat,sexcat,iprcat,NIPR,NUI,NIC,PCTUI,PCTIC,PCTELIG,PCTLIIC,state_name
2020,1,0,40,40 to 64 years,"White alone, not Hispanic",Male,At or below 200% of poverty,99782,27657,72125,27.7,72.3,5.4,14,Alabama                                                               
2020,1,0,40,40 to 64 years,"White alone, not Hispanic",Male,At or below 250% of poverty,134506,34046,100460,25.3,74.7,6.6,19.5,Alabama                                                               
2020,1,0,40,40 to 64 years,"White alone, not Hispanic",Male,At or below 138% of poverty,60423,19014,41409,31.5,68.5,3.7,8.1,Alabama                                                               
2020,1,0,40,40 to 64 years,"White alone, not Hispanic",Male,At or below 400% of poverty,243284,46768,196516,19.2,80.8,9.1,38.2,Alabama                                                               
2020,1,0,40,40 to 64 years,"White alone, not Hispanic",Male,Between 138% - 400% of poverty,182861,27754,155107,15.2,84.8,5.4,30.2,Alabama                                                               
2020,1,0,40,40 to 64 years,"White alone, not Hispanic",Female,At or below 200% of poverty,124202,28429,95773,22.9,77.1,5.3,17.9,Alabama                                                               
2020,1,0,40,40 to 64 years,"White alone, not Hispanic",Female,At or below 250% of poverty,161075,33510,127565,20.8,79.2,6.2,23.8,Alabama                                                               
2020,1,0,40,40 to 64 years,"White alone, not Hispanic",Female,At or below 138% of poverty,81000,20860,60140,25.8,74.2,3.9,11.2,Alabama                                                               
2020,1,0,40,40 to 64 years,"White alone, not Hispanic",Female,At or below 400% of poverty,272955,43477,229478,15.9,84.1,8.1,42.8,Alabama                                                               
2020,1,0,40,40 to 64 years,"White alone, not Hispanic",Female,Between 138% - 400% of poverty,191955,22617,169338,11.8,88.2,4.2,31.6,Alabama                                                               
2020,1,0,40,40 to 64 years,"Black alone, not Hispanic",Male,At or below 200% of poverty,59787,16128,43659,27,73,9.9,26.7,Alabama                                                               
2020,1,0,40,40 to 64 years,"Black alone, not Hispanic",Male,At or below 250% of poverty,75296,19035,56261,25.3,74.7,11.7,34.4,Alabama                                                               
2020,1,0,40,40 to 64 years,"Black alone, not Hispanic",Male,At or below 138% of poverty,39793,11800,27993,29.7,70.3,7.2,17.1,Alabama                                                               
2020,1,0,40,40 to 64 years,"Black alone, not Hispanic",Male,At or below 400% of poverty,114615,24079,90536,21,79,14.7,55.4,Alabama                                                               
2020,1,0,40,40 to 64 years,"Black alone, not Hispanic",Male,Between 138% - 400% of poverty,74822,12279,62543,16.4,83.6,7.5,38.3,Alabama                                                               
2020,1,0,40,40 to 64 years,"Black alone, not Hispanic",Female,At or below 200% of poverty,90210,16511,73699,18.3,81.7,7.7,34.6,Alabama                                                               
2020,1,0,40,40 to 64 years,"Black alone, not Hispanic",Female,At or below 250% of poverty,111981,19024,92957,17,83,8.9,43.6,Alabama                                                               
2020,1,0,40,40 to 64 years,"Black alone, not Hispanic",Female,At or below 138% of poverty,61711,12370,49341,20,80,5.8,23.2,Alabama                                                               
2020,1,0,40,40 to 64 years,"Black alone, not Hispanic",Female,At or below 400% of poverty,159032,23166,135866,14.6,85.4,10.9,63.8,Alabama                                                               
2020,1,0,40,40 to 64 years,"Black alone, not Hispanic",Female,Between 138% - 400% of poverty,97321,10796,86525,11.1,88.9,5.1,40.6,Alabama                                                               
2020,1,0,40,40 to 64 years,Hispanic (any race),Male,At or below 200% of poverty,10817,5997,4820,55.4,44.6,21.4,17.2,Alabama                                                               
2020,1,0,40,40 to 64 years,Hispanic (any race),Male,At or below 250% of poverty,13914,7323,6591,52.6,47.4,26.1,23.5,Alabama                                                               
2020,1,0,40,40 to 64 years,Hispanic (any race),Male,At or below 138% of poverty,6563,3881,2682,59.1,40.9,13.8,9.6,Alabama                                                               
2020,1,0,40,40 to 64 years,Hispanic (any race),Male,At or below 400% of poverty,19986,9288,10698,46.5,53.5,33.1,38.2,Alabama                                                               
2020,1,0,40,40 to 64 years,Hispanic (any race),Male,Between 138% - 400% of poverty,13423,5407,8016,40.3,59.7,19.3,28.6,Alabama                                                               
2020,1,0,40,40 to 64 years,Hispanic (any race),Female,At or below 200% of poverty,9730,4644,5086,47.7,52.3,19.4,21.3,Alabama                                                               
2020,1,0,40,40 to 64 years,Hispanic (any race),Female,At or below 250% of poverty,12254,5481,6773,44.7,55.3,22.9,28.3,Alabama                                                               
2020,1,0,40,40 to 64 years,Hispanic (any race),Female,At or below 138% of poverty,6326,3279,3047,51.8,48.2,13.7,12.7,Alabama                                                               
2020,1,0,40,40 to 64 years,Hispanic (any race),Female,At or below 400% of poverty,17139,6681,10458,39,61,27.9,43.7,Alabama                                                               
2020,1,0,40,40 to 64 years,Hispanic (any race),Female,Between 138% - 400% of poverty,10813,3402,7411,31.5,68.5,14.2,31,Alabama                                                               
2020,1,0,40,50 to 64 years,"White alone, not Hispanic",Male,At or below 200% of poverty,63303,14535,48768,23,77,4.5,15,Alabama                                                               
2020,1,0,40,50 to 64 years,"White alone, not Hispanic",Male,At or below 250% of poverty,82822,17571,65251,21.2,78.8,5.4,20.1,Alabama                                                               
2020,1,0,40,50 to 64 years,"White alone, not Hispanic",Male,At or below 138% of poverty,39009,10111,28898,25.9,74.1,3.1,8.9,Alabama                                                               
2020,1,0,40,50 to 64 years,"White alone, not Hispanic",Male,At or below 400% of poverty,146205,24180,122025,16.5,83.5,7.5,37.6,Alabama                                                               
2020,1,0,40,50 to 64 years,"White alone, not Hispanic",Male,Between 138% - 400% of poverty,107196,14069,93127,13.1,86.9,4.3,28.7,Alabama                                                               
2020,1,0,40,50 to 64 years,"White alone, not Hispanic",Female,At or below 200% of poverty,81340,16215,65125,19.9,80.1,4.8,19.1,Alabama                                                               
2020,1,0,40,50 to 64 years,"White alone, not Hispanic",Female,At or below 250% of poverty,104878,19240,85638,18.3,81.7,5.6,25.1,Alabama                                                               
2020,1,0,40,50 to 64 years,"White alone, not Hispanic",Female,At or below 138% of poverty,53789,11778,42011,21.9,78.1,3.5,12.3,Alabama                                                               
2020,1,0,40,50 to 64 years,"White alone, not Hispanic",Female,At or below 400% of poverty,172373,25236,147137,14.6,85.4,7.4,43.2,Alabama                                                               
2020,1,0,40,50 to 64 years,"White alone, not Hispanic",Female,Between 138% - 400% of poverty,118584,13458,105126,11.3,88.7,3.9,30.9,Alabama                                                               
2020,1,0,40,50 to 64 years,"Black alone, not Hispanic",Male,At or below 200% of poverty,37688,9689,27999,25.7,74.3,9.9,28.7,Alabama                                                               
2020,1,0,40,50 to 64 years,"Black alone, not Hispanic",Male,At or below 250% of poverty,46852,11253,35599,24,76,11.5,36.5,Alabama                                                               
2020,1,0,40,50 to 64 years,"Black alone, not Hispanic",Male,At or below 138% of poverty,25691,7384,18307,28.7,71.3,7.6,18.8,Alabama                                                               
2020,1,0,40,50 to 64 years,"Black alone, not Hispanic",Male,At or below 400% of poverty,69401,13941,55460,20.1,79.9,14.3,56.8,Alabama                                                               
2020,1,0,40,50 to 64 years,"Black alone, not Hispanic",Male,Between 138% - 400% of poverty,43710,6557,37153,15,85,6.7,38.1,Alabama                                                               
2020,1,0,40,50 to 64 years,"Black alone, not Hispanic",Female,At or below 200% of poverty,55984,8661,47323,15.5,84.5,6.8,36.9,Alabama                                                               
2020,1,0,40,50 to 64 years,"Black alone, not Hispanic",Female,At or below 250% of poverty,68495,9715,58780,14.2,85.8,7.6,45.9,Alabama                                                               
2020,1,0,40,50 to 64 years,"Black alone, not Hispanic",Female,At or below 138% of poverty,38927,6805,32122,17.5,82.5,5.3,25.1,Alabama                                                               
2020,1,0,40,50 to 64 years,"Black alone, not Hispanic",Female,At or below 400% of poverty,96154,11658,84496,12.1,87.9,9.1,65.9,Alabama                                                               
2020,1,0,40,50 to 64 years,"Black alone, not Hispanic",Female,Between 138% - 400% of poverty,57227,4853,52374,8.5,91.5,3.8,40.9,Alabama                                                               
2020,1,0,40,50 to 64 years,Hispanic (any race),Male,At or below 200% of poverty,4406,1940,2466,44,56,14.9,19,Alabama                                                               
2020,1,0,40,50 to 64 years,Hispanic (any race),Male,At or below 250% of poverty,5791,2409,3382,41.6,58.4,18.6,26.1,Alabama                                                               
2020,1,0,40,50 to 64 years,Hispanic (any race),Male,At or below 138% of poverty,2694,1255,1439,46.6,53.4,9.7,11.1,Alabama                                                               
2020,1,0,40,50 to 64 years,Hispanic (any race),Male,At or below 400% of poverty,8526,3167,5359,37.1,62.9,24.4,41.3,Alabama                                                               
2020,1,0,40,50 to 64 years,Hispanic (any race),Male,Between 138% - 400% of poverty,5832,1912,3920,32.8,67.2,14.7,30.2,Alabama                                                               
2020,1,0,40,50 to 64 years,Hispanic (any race),Female,At or below 200% of poverty,3869,1537,2332,39.7,60.3,14.1,21.4,Alabama                                                               
2020,1,0,40,50 to 64 years,Hispanic (any race),Female,At or below 250% of poverty,4961,1833,3128,36.9,63.1,16.8,28.7,Alabama                                                               
2020,1,0,40,50 to 64 years,Hispanic (any race),Female,At or below 138% of poverty,2531,1076,1455,42.5,57.5,9.9,13.4,Alabama                                                               
2020,1,0,40,50 to 64 years,Hispanic (any race),Female,At or below 400% of poverty,7237,2350,4887,32.5,67.5,21.6,44.9,Alabama                                                               
2020,1,0,40,50 to 64 years,Hispanic (any race),Female,Between 138% - 400% of poverty,4706,1274,3432,27.1,72.9,11.7,31.5,Alabama                                                               
2020,1,0,40,21 to 64 years,"White alone, not Hispanic",Male,At or below 200% of poverty,188673,54829,133844,29.1,70.9,6.3,15.3,Alabama                                                               
2020,1,0,40,21 to 64 years,"White alone, not Hispanic",Male,At or below 250% of poverty,254737,68082,186655,26.7,73.3,7.8,21.3,Alabama                                                               
2020,1,0,40,21 to 64 years,"White alone, not Hispanic",Male,At or below 138% of poverty,112247,36036,76211,32.1,67.9,4.1,8.7,Alabama                                                               
2020,1,0,40,21 to 64 years,"White alone, not Hispanic",Male,At or below 400% of poverty,457075,95188,361887,20.8,79.2,10.9,41.3,Alabama                                                               
2020,1,0,40,21 to 64 years,"White alone, not Hispanic",Male,Between 138% - 400% of poverty,344828,59152,285676,17.2,82.8,6.8,32.6,Alabama                                                               
2020,1,0,40,21 to 64 years,"White alone, not Hispanic",Female,At or below 200% of poverty,236827,57042,179785,24.1,75.9,6.3,19.9,Alabama                                                               
2020,1,0,40,21 to 64 years,"White alone, not Hispanic",Female,At or below 250% of poverty,306342,67460,238882,22,78,7.5,26.5,Alabama                                                               
2020,1,0,40,21 to 64 years,"White alone, not Hispanic",Female,At or below 138% of poverty,153962,41124,112838,26.7,73.3,4.6,12.5,Alabama                                                               
2020,1,0,40,21 to 64 years,"White alone, not Hispanic",Female,At or below 400% of poverty,506300,86225,420075,17,83,9.6,46.6,Alabama                                                               
2020,1,0,40,21 to 64 years,"White alone, not Hispanic",Female,Between 138% - 400% of poverty,352338,45101,307237,12.8,87.2,5,34,Alabama                                                               
2020,1,0,40,21 to 64 years,"Black alone, not Hispanic",Male,At or below 200% of poverty,119740,35475,84265,29.6,70.4,11.5,27.3,Alabama                                                               
2020,1,0,40,21 to 64 years,"Black alone, not Hispanic",Male,At or below 250% of poverty,152242,42975,109267,28.2,71.8,13.9,35.4,Alabama                                                               
2020,1,0,40,21 to 64 years,"Black alone, not Hispanic",Male,At or below 138% of poverty,76057,24253,51804,31.9,68.1,7.9,16.8,Alabama                                                               
2020,1,0,40,21 to 64 years,"Black alone, not Hispanic",Male,At or below 400% of poverty,229724,56092,173632,24.4,75.6,18.2,56.3,Alabama                                                               
2020,1,0,40,21 to 64 years,"Black alone, not Hispanic",Male,Between 138% - 400% of poverty,153667,31839,121828,20.7,79.3,10.3,39.5,Alabama                                                               
2020,1,0,40,21 to 64 years,"Black alone, not Hispanic",Female,At or below 200% of poverty,182671,35922,146749,19.7,80.3,9.3,37.9,Alabama                                                               
2020,1,0,40,21 to 64 years,"Black alone, not Hispanic",Female,At or below 250% of poverty,221614,40943,180671,18.5,81.5,10.6,46.7,Alabama                                                               
2020,1,0,40,21 to 64 years,"Black alone, not Hispanic",Female,At or below 138% of poverty,127226,27250,99976,21.4,78.6,7,25.8,Alabama                                                               
2020,1,0,40,21 to 64 years,"Black alone, not Hispanic",Female,At or below 400% of poverty,304107,49027,255080,16.1,83.9,12.7,65.9,Alabama                                                               
2020,1,0,40,21 to 64 years,"Black alone, not Hispanic",Female,Between 138% - 400% of poverty,176881,21777,155104,12.3,87.7,5.6,40.1,Alabama                                                               
2020,1,0,40,21 to 64 years,Hispanic (any race),Male,At or below 200% of poverty,24945,14415,10530,57.8,42.2,24.1,17.6,Alabama                                                               
2020,1,0,40,21 to 64 years,Hispanic (any race),Male,At or below 250% of poverty,31972,17470,14502,54.6,45.4,29.2,24.2,Alabama                                                               
2020,1,0,40,21 to 64 years,Hispanic (any race),Male,At or below 138% of poverty,15604,9633,5971,61.7,38.3,16.1,10,Alabama                                                               
2020,1,0,40,21 to 64 years,Hispanic (any race),Male,At or below 400% of poverty,45568,22039,23529,48.4,51.6,36.8,39.3,Alabama                                                               
2020,1,0,40,21 to 64 years,Hispanic (any race),Male,Between 138% - 400% of poverty,29964,12406,17558,41.4,58.6,20.7,29.3,Alabama                                                               
2020,1,0,40,21 to 64 years,Hispanic (any race),Female,At or below 200% of poverty,25084,11441,13643,45.6,54.4,22.1,26.3,Alabama                                                               
2020,1,0,40,21 to 64 years,Hispanic (any race),Female,At or below 250% of poverty,30499,13166,17333,43.2,56.8,25.4,33.4,Alabama                                                               
2020,1,0,40,21 to 64 years,Hispanic (any race),Female,At or below 138% of poverty,17218,8408,8810,48.8,51.2,16.2,17,Alabama                                                               
2020,1,0,40,21 to 64 years,Hispanic (any race),Female,At or below 400% of poverty,40877,15615,25262,38.2,61.8,30.1,48.7,Alabama                                                               
2020,1,0,40,21 to 64 years,Hispanic (any race),Female,Between 138% - 400% of poverty,23659,7207,16452,30.5,69.5,13.9,31.7,Alabama                                                               
2020,2,0,40,18 to 64 years,"White alone, not Hispanic",Male,At or below 200% of poverty,22421,5814,16607,25.9,74.1,4,11.5,Alaska                                                                
2020,2,0,40,18 to 64 years,"White alone, not Hispanic",Male,At or below 250% of poverty,31489,7981,23508,25.3,74.7,5.5,16.2,Alaska                                                                
2020,2,0,40,18 to 64 years,"White alone, not Hispanic",Male,At or below 138% of poverty,13468,3486,9982,25.9,74.1,2.4,6.9,Alaska                                                                
2020,2,0,40,18 to 64 years,"White alone, not Hispanic",Male,At or below 400% of poverty,58716,12807,45909,21.8,78.2,8.8,31.7,Alaska                                                                
2020,2,0,40,18 to 64 years,"White alone, not Hispanic",Male,Between 138% - 400% of poverty,45248,9321,35927,20.6,79.4,6.4,24.8,Alaska                                                                
2020,2,0,40,18 to 64 years,"White alone, not Hispanic",Female,At or below 200% of poverty,22019,4035,17984,18.3,81.7,3.2,14.1,Alaska                                                                
2020,2,0,40,18 to 64 years,"White alone, not Hispanic",Female,At or below 250% of poverty,29943,5344,24599,17.8,82.2,4.2,19.2,Alaska                                                                
2020,2,0,40,18 to 64 years,"White alone, not Hispanic",Female,At or below 138% of poverty,13927,2543,11384,18.3,81.7,2,8.9,Alaska                                                                
2020,2,0,40,18 to 64 years,"White alone, not Hispanic",Female,At or below 400% of poverty,55153,8259,46894,15,85,6.5,36.7,Alaska                                                                
2020,2,0,40,18 to 64 years,"White alone, not Hispanic",Female,Between 138% - 400% of poverty,41226,5716,35510,13.9,86.1,4.5,27.8,Alaska                                                                
2020,2,0,40,18 to 64 years,"Black alone, not Hispanic",Male,At or below 200% of poverty,2799,797,2002,28.5,71.5,9.2,23.2,Alaska                                                                
2020,2,0,40,18 to 64 years,"Black alone, not Hispanic",Male,At or below 250% of poverty,3601,1020,2581,28.3,71.7,11.8,29.9,Alaska                                                                
2020,2,0,40,18 to 64 years,"Black alone, not Hispanic",Male,At or below 138% of poverty,1832,525,1307,28.7,71.3,6.1,15.1,Alaska                                                                
2020,2,0,40,18 to 64 years,"Black alone, not Hispanic",Male,At or below 400% of poverty,5581,1443,4138,25.9,74.1,16.7,47.9,Alaska                                                                
2020,2,0,40,18 to 64 years,"Black alone, not Hispanic",Male,Between 138% - 400% of poverty,3749,918,2831,24.5,75.5,10.6,32.8,Alaska                                                                
2020,2,0,40,18 to 64 years,"Black alone, not Hispanic",Female,At or below 200% of poverty,2378,484,1894,20.4,79.6,7.9,31.1,Alaska                                                                
2020,2,0,40,18 to 64 years,"Black alone, not Hispanic",Female,At or below 250% of poverty,2898,582,2316,20.1,79.9,9.6,38,Alaska                                                                
2020,2,0,40,18 to 64 years,"Black alone, not Hispanic",Female,At or below 138% of poverty,1609,325,1284,20.2,79.8,5.3,21.1,Alaska                                                                
2020,2,0,40,18 to 64 years,"Black alone, not Hispanic",Female,At or below 400% of poverty,4211,783,3428,18.6,81.4,12.9,56.3,Alaska                                                                
2020,2,0,40,40 to 64 years,"White alone, not Hispanic",Female,Between 138% - 400% of poverty,17611,2795,14816,15.9,84.1,4.1,21.7,Alaska                                                                
2020,2,0,40,40 to 64 years,"Black alone, not Hispanic",Male,At or below 200% of poverty,1155,266,889,23,77,7.1,23.9,Alaska                                                                
2020,2,0,40,40 to 64 years,"Black alone, not Hispanic",Male,At or below 250% of poverty,1428,327,1101,22.9,77.1,8.8,29.6,Alaska                                                                
2020,2,0,40,40 to 64 years,"Black alone, not Hispanic",Male,At or below 138% of poverty,791,183,608,23.1,76.9,4.9,16.3,Alaska                                                                
2020,2,0,40,40 to 64 years,"Black alone, not Hispanic",Male,At or below 400% of poverty,2174,448,1726,20.6,79.4,12,46.4,Alaska                                                                
2020,2,0,40,40 to 64 years,"Black alone, not Hispanic",Male,Between 138% - 400% of poverty,1383,265,1118,19.2,80.8,7.1,30,Alaska                                                                
2020,2,0,40,40 to 64 years,"Black alone, not Hispanic",Female,At or below 200% of poverty,889,161,728,18.1,81.9,6.1,27.7,Alaska                                                                
2020,2,0,40,40 to 64 years,"Black alone, not Hispanic",Female,At or below 250% of poverty,1096,194,902,17.7,82.3,7.4,34.3,Alaska                                                                
2020,2,0,40,40 to 64 years,"Black alone, not Hispanic",Female,At or below 138% of poverty,635,115,520,18.1,81.9,4.4,19.8,Alaska                                                                
2020,2,0,40,40 to 64 years,"Black alone, not Hispanic",Female,At or below 400% of poverty,1616,262,1354,16.2,83.8,10,51.5,Alaska                                                                
2020,2,0,40,40 to 64 years,"Black alone, not Hispanic",Female,Between 138% - 400% of poverty,981,147,834,15,85,5.6,31.7,Alaska                                                                
2020,2,0,40,40 to 64 years,Hispanic (any race),Male,At or below 200% of poverty,1630,645,985,39.6,60.4,10.8,16.5,Alaska                                                                
2020,2,0,40,40 to 64 years,Hispanic (any race),Male,At or below 250% of poverty,2179,851,1328,39.1,60.9,14.2,22.2,Alaska                                                                
2020,2,0,40,40 to 64 years,Hispanic (any race),Male,At or below 138% of poverty,996,394,602,39.6,60.4,6.6,10.1,Alaska                                                                
2020,2,0,40,40 to 64 years,Hispanic (any race),Male,At or below 400% of poverty,3532,1262,2270,35.7,64.3,21.1,38,Alaska                                                                
2020,2,0,40,40 to 64 years,Hispanic (any race),Male,Between 138% - 400% of poverty,2536,868,1668,34.2,65.8,14.5,27.9,Alaska                                                                
2020,2,0,40,40 to 64 years,Hispanic (any race),Female,At or below 200% of poverty,1774,692,1082,39,61,11.8,18.5,Alaska                                                                
2020,2,0,40,40 to 64 years,Hispanic (any race),Female,At or below 250% of poverty,2262,851,1411,37.6,62.4,14.6,24.1,Alaska                                                                
2020,2,0,40,40 to 64 years,Hispanic (any race),Female,At or below 138% of poverty,1120,456,664,40.7,59.3,7.8,11.4,Alaska                                                                
2020,2,0,40,40 to 64 years,Hispanic (any race),Female,At or below 400% of poverty,3524,1173,2351,33.3,66.7,20.1,40.2,Alaska                                                                
2020,2,0,40,40 to 64 years,Hispanic (any race),Female,Between 138% - 400% of poverty,2404,717,1687,29.8,70.2,12.3,28.9,Alaska                                                                
2020,2,0,40,50 to 64 years,"White alone, not Hispanic",Male,At or below 200% of poverty,6619,1730,4889,26.1,73.9,3.6,10.2,Alaska                                                                
2020,2,0,40,50 to 64 years,"White alone, not Hispanic",Male,At or below 250% of poverty,8517,2159,6358,25.3,74.7,4.5,13.2,Alaska                                                                
2020,2,0,40,50 to 64 years,"White alone, not Hispanic",Male,At or below 138% of poverty,4452,1216,3236,27.3,72.7,2.5,6.7,Alaska                                                                
2020,2,0,40,50 to 64 years,"White alone, not Hispanic",Male,At or below 400% of poverty,15411,3268,12143,21.2,78.8,6.8,25.3,Alaska                                                                
2020,2,0,40,50 to 64 years,"White alone, not Hispanic",Male,Between 138% - 400% of poverty,10959,2052,8907,18.7,81.3,4.3,18.5,Alaska                                                                
2020,2,0,40,50 to 64 years,"White alone, not Hispanic",Female,At or below 200% of poverty,6163,1353,4810,22,78,3.1,11.2,Alaska                                                                
2020,2,0,40,50 to 64 years,"White alone, not Hispanic",Female,At or below 250% of poverty,8174,1743,6431,21.3,78.7,4.1,15,Alaska                                                                
2020,2,0,40,50 to 64 years,"White alone, not Hispanic",Female,At or below 138% of poverty,4060,897,3163,22.1,77.9,2.1,7.4,Alaska                                                                
2020,2,0,40,50 to 64 years,"White alone, not Hispanic",Female,At or below 400% of poverty,14522,2625,11897,18.1,81.9,6.1,27.7,Alaska                                                                
2020,2,0,40,50 to 64 years,"White alone, not Hispanic",Female,Between 138% - 400% of poverty,10462,1728,8734,16.5,83.5,4,20.3,Alaska                                                                
2020,2,0,40,50 to 64 years,"Black alone, not Hispanic",Male,At or below 200% of poverty,688,134,554,19.5,80.5,6.4,26.6,Alaska                                                                
2020,2,0,40,50 to 64 years,"Black alone, not Hispanic",Male,At or below 250% of poverty,826,160,666,19.4,80.6,7.7,32,Alaska                                                                
2020,2,0,40,50 to 64 years,"Black alone, not Hispanic",Male,At or below 138% of poverty,489,97,392,19.8,80.2,4.7,18.8,Alaska                                                                
2020,2,0,40,50 to 64 years,"Black alone, not Hispanic",Male,At or below 400% of poverty,1216,217,999,17.8,82.2,10.4,47.9,Alaska                                                                
2020,2,0,40,50 to 64 years,"Black alone, not Hispanic",Male,Between 138% - 400% of poverty,727,120,607,16.5,83.5,5.8,29.1,Alaska                                                                
2020,2,0,40,50 to 64 years,"Black alone, not Hispanic",Female,At or below 200% of poverty,543,91,452,16.8,83.2,5.8,28.7,Alaska                                                                
2020,2,0,40,50 to 64 years,"Black alone, not Hispanic",Female,At or below 250% of poverty,656,108,548,16.5,83.5,6.9,34.8,Alaska                                                                
2020,2,0,40,50 to 64 years,"Black alone, not Hispanic",Female,At or below 138% of poverty,401,67,334,16.7,83.3,4.3,21.2,Alaska                                                                
2020,2,0,40,50 to 64 years,"Black alone, not Hispanic",Female,At or below 400% of poverty,954,148,806,15.5,84.5,9.4,51.2,Alaska                                                                
2020,2,0,40,50 to 64 years,"Black alone, not Hispanic",Female,Between 138% - 400% of poverty,553,81,472,14.6,85.4,5.1,30,Alaska                                                                
2020,2,0,40,50 to 64 years,Hispanic (any race),Male,At or below 200% of poverty,743,268,475,36.1,63.9,9.3,16.4,Alaska                                                                
2020,2,0,40,50 to 64 years,Hispanic (any race),Male,At or below 250% of poverty,1002,355,647,35.4,64.6,12.3,22.3,Alaska                                                                
2020,2,0,40,50 to 64 years,Hispanic (any race),Male,At or below 138% of poverty,467,168,299,36,64,5.8,10.3,Alaska                                                                
2020,2,0,40,50 to 64 years,Hispanic (any race),Male,At or below 400% of poverty,1636,538,1098,32.9,67.1,18.6,37.9,Alaska                                                                
2020,2,0,40,50 to 64 years,Hispanic (any race),Male,Between 138% - 400% of poverty,1169,370,799,31.7,68.3,12.8,27.6,Alaska                                                                
2020,2,0,40,50 to 64 years,Hispanic (any race),Female,At or below 200% of poverty,867,287,580,33.1,66.9,9.3,18.9,Alaska                                                                
2020,2,0,40,50 to 64 years,Hispanic (any race),Female,At or below 250% of poverty,1108,354,754,31.9,68.1,11.5,24.6,Alaska                                                                
2020,2,0,40,50 to 64 years,Hispanic (any race),Female,At or below 138% of poverty,568,192,376,33.8,66.2,6.3,12.2,Alaska                                                                
2020,2,0,40,50 to 64 years,Hispanic (any race),Female,At or below 400% of poverty,1761,512,1249,29.1,70.9,16.7,40.7,Alaska                                                                
2020,2,0,40,50 to 64 years,Hispanic (any race),Female,Between 138% - 400% of poverty,1193,320,873,26.8,73.2,10.4,28.4,Alaska                                                                
2020,2,0,40,21 to 64 years,"White alone, not Hispanic",Male,At or below 200% of poverty,20749,5430,15319,26.2,73.8,3.9,11,Alaska                                                                
2020,2,0,40,21 to 64 years,"White alone, not Hispanic",Male,At or below 250% of poverty,29400,7500,21900,25.5,74.5,5.4,15.8,Alaska                                                                
2020,2,0,40,21 to 64 years,"White alone, not Hispanic",Male,At or below 138% of poverty,12346,3233,9113,26.2,73.8,2.3,6.6,Alaska                                                                
2020,2,0,40,21 to 64 years,"White alone, not Hispanic",Male,At or below 400% of poverty,55331,12070,43261,21.8,78.2,8.7,31.2,Alaska                                                                
2020,2,0,40,21 to 64 years,"White alone, not Hispanic",Male,Between 138% - 400% of poverty,42985,8837,34148,20.6,79.4,6.4,24.6,Alaska                                                                
2020,2,0,40,21 to 64 years,"White alone, not Hispanic",Female,At or below 200% of poverty,20591,3779,16812,18.4,81.6,3.1,13.7,Alaska                                                                
2020,2,0,40,21 to 64 years,"White alone, not Hispanic",Female,At or below 250% of poverty,28205,5029,23176,17.8,82.2,4.1,18.9,Alaska                                                                
2020,2,0,40,21 to 64 years,"White alone, not Hispanic",Female,At or below 138% of poverty,12922,2367,10555,18.3,81.7,1.9,8.6,Alaska                                                                
2020,2,0,40,21 to 64 years,"White alone, not Hispanic",Female,At or below 400% of poverty,52374,7797,44577,14.9,85.1,6.3,36.3,Alaska                                                                
2020,2,0,40,21 to 64 years,"White alone, not Hispanic",Female,Between 138% - 400% of poverty,39452,5430,34022,13.8,86.2,4.4,27.7,Alaska                                                                
2020,2,0,40,21 to 64 years,"Black alone, not Hispanic",Male,At or below 200% of poverty,2573,730,1843,28.4,71.6,9,22.6,Alaska                                                                
2020,2,0,40,21 to 64 years,"Black alone, not Hispanic",Male,At or below 250% of poverty,3326,940,2386,28.3,71.7,11.5,29.3,Alaska                                                                
2020,2,0,40,21 to 64 years,"Black alone, not Hispanic",Male,At or below 138% of poverty,1678,480,1198,28.6,71.4,5.9,14.7,Alaska                                                                
2020,2,0,40,21 to 64 years,"Black alone, not Hispanic",Male,At or below 400% of poverty,5207,1339,3868,25.7,74.3,16.4,47.4,Alaska                                                                
