"#Modified dataset.  Original Data Source Credit: Small Area Health Insurance Estimates Program, U.S. Census Bureau. (https://stanfordphs.redivis.com/datasets/4mz7-dh26w34ns)",,,,,,,,,,,,,,,
# Here are the descriptions of this dataset:,,,,,,,,,,,,,,,
# year - Year of Estimate,,,,,,,,,,,,,,,
# statefips - Unique FIPS code for each state,,,,,,,,,,,,,,,
# countyfips - Unique FIPS code for each county within a state,,,,,,,,,,,,,,,
"# geocat - Geography category, 40 – State geographic identifier, 50 – County geographic identifier",,,,,,,,,,,,,,,
# agecat - Age category,,,,,,,,,,,,,,,
# racecat - Race category,,,,,,,,,,,,,,,
# sexcat - Sex category,,,,,,,,,,,,,,,
# iprcat - Income category,,,,,,,,,,,,,,,
# NIPR - Number in demographic group for income category,,,,,,,,,,,,,,,
# NUI - Number uninsured,,,,,,,,,,,,,,,
# NIC - Number insured,,,,,,,,,,,,,,,
# PCTUI - Percent uninsured in demographic group for income category,,,,,,,,,,,,,,,
# PCTIC - Percent insured in demographic group for income category,,,,,,,,,,,,,,,
# PCTELIG - Percent uninsured in demographic group for all income levels,,,,,,,,,,,,,,,
# PCTLIIC - Percent insured in demographic group for all income levels,,,,,,,,,,,,,,,
# state_name - State name,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
year,statefips,countyfips,geocat,agecat,racecat,sexcat,iprcat,NIPR,NUI,NIC,PCTUI,PCTIC,PCTELIG,PCTLIIC,state_name
2020,50,0,40,40 to 64 years,Hispanic (any race),Male,At or below 200% of poverty,481,134,347,27.9,72.1,8.8,22.7,Vermont                                                               
2020,50,0,40,40 to 64 years,Hispanic (any race),Male,At or below 250% of poverty,628,167,461,26.6,73.4,10.9,30.1,Vermont                                                               
2020,50,0,40,40 to 64 years,Hispanic (any race),Male,At or below 138% of poverty,289,84,205,29.1,70.9,5.5,13.4,Vermont                                                               
2020,50,0,40,40 to 64 years,Hispanic (any race),Male,At or below 400% of poverty,992,227,765,22.9,77.1,14.8,50,Vermont                                                               
2020,50,0,40,40 to 64 years,Hispanic (any race),Male,Between 138% - 400% of poverty,703,143,560,20.3,79.7,9.3,36.6,Vermont                                                               
2020,50,0,40,40 to 64 years,Hispanic (any race),Female,At or below 200% of poverty,530,131,399,24.7,75.3,8.4,25.5,Vermont                                                               
2020,50,0,40,40 to 64 years,Hispanic (any race),Female,At or below 250% of poverty,684,158,526,23.1,76.9,10.1,33.6,Vermont                                                               
2020,50,0,40,40 to 64 years,Hispanic (any race),Female,At or below 138% of poverty,334,89,245,26.6,73.4,5.7,15.7,Vermont                                                               
2020,50,0,40,40 to 64 years,Hispanic (any race),Female,At or below 400% of poverty,1029,202,827,19.6,80.4,12.9,52.9,Vermont                                                               
2020,50,0,40,40 to 64 years,Hispanic (any race),Female,Between 138% - 400% of poverty,695,113,582,16.3,83.7,7.2,37.2,Vermont                                                               
2020,50,0,40,50 to 64 years,"White alone, not Hispanic",Male,At or below 200% of poverty,11437,1276,10161,11.2,88.8,2.1,16.6,Vermont                                                               
2020,50,0,40,50 to 64 years,"White alone, not Hispanic",Male,At or below 250% of poverty,14671,1606,13065,10.9,89.1,2.6,21.3,Vermont                                                               
2020,50,0,40,50 to 64 years,"White alone, not Hispanic",Male,At or below 138% of poverty,7297,820,6477,11.2,88.8,1.3,10.6,Vermont                                                               
2020,50,0,40,50 to 64 years,"White alone, not Hispanic",Male,At or below 400% of poverty,26593,2449,24144,9.2,90.8,4,39.4,Vermont                                                               
2020,50,0,40,50 to 64 years,"White alone, not Hispanic",Male,Between 138% - 400% of poverty,19296,1629,17667,8.4,91.6,2.7,28.8,Vermont                                                               
2020,50,0,40,50 to 64 years,"White alone, not Hispanic",Female,At or below 200% of poverty,12149,1031,11118,8.5,91.5,1.6,17.1,Vermont                                                               
2020,50,0,40,50 to 64 years,"White alone, not Hispanic",Female,At or below 250% of poverty,15787,1306,14481,8.3,91.7,2,22.3,Vermont                                                               
2020,50,0,40,50 to 64 years,"White alone, not Hispanic",Female,At or below 138% of poverty,7757,646,7111,8.3,91.7,1,11,Vermont                                                               
2020,50,0,40,50 to 64 years,"White alone, not Hispanic",Female,At or below 400% of poverty,28850,1997,26853,6.9,93.1,3.1,41.4,Vermont                                                               
2020,50,0,40,50 to 64 years,"White alone, not Hispanic",Female,Between 138% - 400% of poverty,21093,1351,19742,6.4,93.6,2.1,30.4,Vermont                                                               
2020,50,0,40,50 to 64 years,"Black alone, not Hispanic",Male,At or below 200% of poverty,239,23,216,9.6,90.4,3.5,32.4,Vermont                                                               
2020,50,0,40,50 to 64 years,"Black alone, not Hispanic",Male,At or below 250% of poverty,297,28,269,9.4,90.6,4.2,40.4,Vermont                                                               
2020,50,0,40,50 to 64 years,"Black alone, not Hispanic",Male,At or below 138% of poverty,171,17,154,9.9,90.1,2.6,23.1,Vermont                                                               
2020,50,0,40,50 to 64 years,"Black alone, not Hispanic",Male,At or below 400% of poverty,430,36,394,8.4,91.6,5.4,59.2,Vermont                                                               
2020,50,0,40,50 to 64 years,"Black alone, not Hispanic",Male,Between 138% - 400% of poverty,259,19,240,7.3,92.7,2.9,36,Vermont                                                               
2020,50,0,40,50 to 64 years,"Black alone, not Hispanic",Female,At or below 200% of poverty,158,11,147,7,93,2.7,35.6,Vermont                                                               
2020,50,0,40,50 to 64 years,"Black alone, not Hispanic",Female,At or below 250% of poverty,192,13,179,6.8,93.2,3.1,43.3,Vermont                                                               
2020,50,0,40,50 to 64 years,"Black alone, not Hispanic",Female,At or below 138% of poverty,115,8,107,7,93,1.9,25.9,Vermont                                                               
2020,50,0,40,50 to 64 years,"Black alone, not Hispanic",Female,At or below 400% of poverty,280,18,262,6.4,93.6,4.4,63.4,Vermont                                                               
2020,50,0,40,50 to 64 years,"Black alone, not Hispanic",Female,Between 138% - 400% of poverty,165,10,155,6.1,93.9,2.4,37.5,Vermont                                                               
2020,50,0,40,50 to 64 years,Hispanic (any race),Male,At or below 200% of poverty,225,45,180,20,80,6,23.9,Vermont                                                               
2020,50,0,40,50 to 64 years,Hispanic (any race),Male,At or below 250% of poverty,293,56,237,19.1,80.9,7.4,31.5,Vermont                                                               
2020,50,0,40,50 to 64 years,Hispanic (any race),Male,At or below 138% of poverty,141,29,112,20.6,79.4,3.9,14.9,Vermont                                                               
2020,50,0,40,50 to 64 years,Hispanic (any race),Male,At or below 400% of poverty,463,79,384,17.1,82.9,10.5,51.1,Vermont                                                               
2020,50,0,40,50 to 64 years,Hispanic (any race),Male,Between 138% - 400% of poverty,322,50,272,15.5,84.5,6.6,36.2,Vermont                                                               
2020,50,0,40,50 to 64 years,Hispanic (any race),Female,At or below 200% of poverty,247,47,200,19,81,5.9,25.1,Vermont                                                               
2020,50,0,40,50 to 64 years,Hispanic (any race),Female,At or below 250% of poverty,323,58,265,18,82,7.3,33.2,Vermont                                                               
2020,50,0,40,21 to 64 years,"Black alone, not Hispanic",Female,At or below 400% of poverty,1355,114,1241,8.4,91.6,6.3,68,Vermont                                                               
2020,50,0,40,21 to 64 years,"Black alone, not Hispanic",Female,Between 138% - 400% of poverty,799,59,740,7.4,92.6,3.2,40.6,Vermont                                                               
2020,50,0,40,21 to 64 years,Hispanic (any race),Male,At or below 200% of poverty,1279,360,919,28.1,71.9,9.8,25,Vermont                                                               
2020,50,0,40,21 to 64 years,Hispanic (any race),Male,At or below 250% of poverty,1661,444,1217,26.7,73.3,12.1,33.1,Vermont                                                               
2020,50,0,40,21 to 64 years,Hispanic (any race),Male,At or below 138% of poverty,773,229,544,29.6,70.4,6.2,14.8,Vermont                                                               
2020,50,0,40,21 to 64 years,Hispanic (any race),Male,At or below 400% of poverty,2570,593,1977,23.1,76.9,16.1,53.7,Vermont                                                               
2020,50,0,40,21 to 64 years,Hispanic (any race),Male,Between 138% - 400% of poverty,1797,364,1433,20.3,79.7,9.9,39,Vermont                                                               
2020,50,0,40,21 to 64 years,Hispanic (any race),Female,At or below 200% of poverty,1509,314,1195,20.8,79.2,8.3,31.6,Vermont                                                               
2020,50,0,40,21 to 64 years,Hispanic (any race),Female,At or below 250% of poverty,1909,376,1533,19.7,80.3,10,40.6,Vermont                                                               
2020,50,0,40,21 to 64 years,Hispanic (any race),Female,At or below 138% of poverty,988,217,771,22,78,5.7,20.4,Vermont                                                               
2020,50,0,40,21 to 64 years,Hispanic (any race),Female,At or below 400% of poverty,2765,472,2293,17.1,82.9,12.5,60.7,Vermont                                                               
2020,50,0,40,21 to 64 years,Hispanic (any race),Female,Between 138% - 400% of poverty,1777,255,1522,14.4,85.6,6.8,40.3,Vermont                                                               
2020,51,0,40,18 to 64 years,"White alone, not Hispanic",Male,At or below 200% of poverty,231879,41939,189940,18.1,81.9,2.7,12.3,Virginia                                                              
2020,51,0,40,18 to 64 years,"White alone, not Hispanic",Male,At or below 250% of poverty,320073,55623,264450,17.4,82.6,3.6,17.2,Virginia                                                              
2020,51,0,40,18 to 64 years,"White alone, not Hispanic",Male,At or below 138% of poverty,141566,26090,115476,18.4,81.6,1.7,7.5,Virginia                                                              
2020,51,0,40,18 to 64 years,"White alone, not Hispanic",Male,At or below 400% of poverty,610434,86747,523687,14.2,85.8,5.6,34,Virginia                                                              
2020,51,0,40,18 to 64 years,"White alone, not Hispanic",Male,Between 138% - 400% of poverty,468868,60657,408211,12.9,87.1,3.9,26.5,Virginia                                                              
2020,51,0,40,18 to 64 years,"White alone, not Hispanic",Female,At or below 200% of poverty,283430,35757,247673,12.6,87.4,2.3,16,Virginia                                                              
2020,51,0,40,18 to 64 years,"White alone, not Hispanic",Female,At or below 250% of poverty,374792,45707,329085,12.2,87.8,2.9,21.2,Virginia                                                              
2020,51,0,40,18 to 64 years,"White alone, not Hispanic",Female,At or below 138% of poverty,181009,22963,158046,12.7,87.3,1.5,10.2,Virginia                                                              
2020,51,0,40,18 to 64 years,"White alone, not Hispanic",Female,At or below 400% of poverty,670645,67082,603563,10,90,4.3,38.9,Virginia                                                              
2020,51,0,40,18 to 64 years,"White alone, not Hispanic",Female,Between 138% - 400% of poverty,489636,44119,445517,9,91,2.8,28.7,Virginia                                                              
2020,51,0,40,18 to 64 years,"Black alone, not Hispanic",Male,At or below 200% of poverty,118206,24385,93821,20.6,79.4,5.5,21.3,Virginia                                                              
2020,51,0,40,18 to 64 years,"Black alone, not Hispanic",Male,At or below 250% of poverty,157043,32172,124871,20.5,79.5,7.3,28.4,Virginia                                                              
2020,51,0,40,18 to 64 years,"Black alone, not Hispanic",Male,At or below 138% of poverty,73872,15143,58729,20.5,79.5,3.4,13.3,Virginia                                                              
2020,51,0,40,18 to 64 years,"Black alone, not Hispanic",Male,At or below 400% of poverty,261985,47796,214189,18.2,81.8,10.9,48.6,Virginia                                                              
2020,51,0,40,18 to 64 years,"Black alone, not Hispanic",Male,Between 138% - 400% of poverty,188113,32653,155460,17.4,82.6,7.4,35.3,Virginia                                                              
2020,51,0,40,18 to 64 years,"Black alone, not Hispanic",Female,At or below 200% of poverty,168915,21674,147241,12.8,87.2,4.3,29.2,Virginia                                                              
2020,51,0,40,18 to 64 years,"Black alone, not Hispanic",Female,At or below 250% of poverty,215313,27000,188313,12.5,87.5,5.4,37.4,Virginia                                                              
2020,51,0,40,18 to 64 years,"Black alone, not Hispanic",Female,At or below 138% of poverty,110443,14237,96206,12.9,87.1,2.8,19.1,Virginia                                                              
2020,51,0,40,18 to 64 years,"Black alone, not Hispanic",Female,At or below 400% of poverty,325417,36932,288485,11.3,88.7,7.3,57.2,Virginia                                                              
2020,51,0,40,18 to 64 years,"Black alone, not Hispanic",Female,Between 138% - 400% of poverty,214974,22695,192279,10.6,89.4,4.5,38.1,Virginia                                                              
2020,51,0,40,18 to 64 years,Hispanic (any race),Male,At or below 200% of poverty,72256,32607,39649,45.1,54.9,12.1,14.7,Virginia                                                              
2020,51,0,40,18 to 64 years,Hispanic (any race),Male,At or below 250% of poverty,99619,43633,55986,43.8,56.2,16.2,20.7,Virginia                                                              
2020,51,0,40,18 to 64 years,Hispanic (any race),Male,At or below 138% of poverty,38185,17320,20865,45.4,54.6,6.4,7.7,Virginia                                                              
2020,51,0,40,18 to 64 years,Hispanic (any race),Male,At or below 400% of poverty,166217,64341,101876,38.7,61.3,23.8,37.7,Virginia                                                              
2020,51,0,40,18 to 64 years,Hispanic (any race),Male,Between 138% - 400% of poverty,128032,47021,81011,36.7,63.3,17.4,30,Virginia                                                              
2020,51,0,40,18 to 64 years,Hispanic (any race),Female,At or below 200% of poverty,80768,32160,48608,39.8,60.2,12.7,19.2,Virginia                                                              
2020,51,0,40,18 to 64 years,Hispanic (any race),Female,At or below 250% of poverty,103952,39079,64873,37.6,62.4,15.5,25.7,Virginia                                                              
2020,51,0,40,18 to 64 years,Hispanic (any race),Female,At or below 138% of poverty,50623,21710,28913,42.9,57.1,8.6,11.4,Virginia                                                              
2020,51,0,40,18 to 64 years,Hispanic (any race),Female,At or below 400% of poverty,160642,51112,109530,31.8,68.2,20.2,43.3,Virginia                                                              
2020,51,0,40,18 to 64 years,Hispanic (any race),Female,Between 138% - 400% of poverty,110019,29402,80617,26.7,73.3,11.6,31.9,Virginia                                                              
2020,51,0,40,40 to 64 years,"White alone, not Hispanic",Male,At or below 200% of poverty,107888,17948,89940,16.6,83.4,2.1,10.6,Virginia                                                              
2020,51,0,40,40 to 64 years,"White alone, not Hispanic",Male,At or below 250% of poverty,146572,23734,122838,16.2,83.8,2.8,14.5,Virginia                                                              
2020,51,0,40,40 to 64 years,"White alone, not Hispanic",Male,At or below 138% of poverty,65824,11026,54798,16.8,83.2,1.3,6.5,Virginia                                                              
2020,51,0,40,40 to 64 years,"White alone, not Hispanic",Male,At or below 400% of poverty,286919,38229,248690,13.3,86.7,4.5,29.3,Virginia                                                              
2020,51,0,40,40 to 64 years,"White alone, not Hispanic",Male,Between 138% - 400% of poverty,221095,27203,193892,12.3,87.7,3.2,22.9,Virginia                                                              
2020,51,0,40,40 to 64 years,"White alone, not Hispanic",Female,At or below 200% of poverty,128630,18435,110195,14.3,85.7,2.1,12.6,Virginia                                                              
2020,51,0,40,40 to 64 years,"White alone, not Hispanic",Female,At or below 250% of poverty,173243,23484,149759,13.6,86.4,2.7,17.1,Virginia                                                              
2020,51,0,40,40 to 64 years,"White alone, not Hispanic",Female,At or below 138% of poverty,80766,12134,68632,15,85,1.4,7.9,Virginia                                                              
2020,51,0,40,40 to 64 years,"White alone, not Hispanic",Female,At or below 400% of poverty,323476,34612,288864,10.7,89.3,4,33,Virginia                                                              
2020,51,0,40,40 to 64 years,"White alone, not Hispanic",Female,Between 138% - 400% of poverty,242710,22478,220232,9.3,90.7,2.6,25.2,Virginia                                                              
2020,51,0,40,40 to 64 years,"Black alone, not Hispanic",Male,At or below 200% of poverty,55526,9478,46048,17.1,82.9,4.2,20.6,Virginia                                                              
2020,51,0,40,40 to 64 years,"Black alone, not Hispanic",Male,At or below 250% of poverty,72375,12272,60103,17,83,5.5,26.8,Virginia                                                              
2020,51,0,40,40 to 64 years,"Black alone, not Hispanic",Male,At or below 138% of poverty,35228,5956,29272,16.9,83.1,2.7,13.1,Virginia                                                              
2020,51,0,40,40 to 64 years,"Black alone, not Hispanic",Male,At or below 400% of poverty,122056,18049,104007,14.8,85.2,8.1,46.4,Virginia                                                              
2020,51,0,40,40 to 64 years,"Black alone, not Hispanic",Male,Between 138% - 400% of poverty,86828,12093,74735,13.9,86.1,5.4,33.4,Virginia                                                              
2020,51,0,40,40 to 64 years,"Black alone, not Hispanic",Female,At or below 200% of poverty,79829,8895,70934,11.1,88.9,3.3,26.5,Virginia                                                              
2020,51,0,40,40 to 64 years,"Black alone, not Hispanic",Female,At or below 250% of poverty,103154,11265,91889,10.9,89.1,4.2,34.4,Virginia                                                              
2020,51,0,40,40 to 64 years,"Black alone, not Hispanic",Female,At or below 138% of poverty,52414,5767,46647,11,89,2.2,17.4,Virginia                                                              
2020,51,0,40,40 to 64 years,"Black alone, not Hispanic",Female,At or below 400% of poverty,159658,15879,143779,9.9,90.1,5.9,53.8,Virginia                                                              
2020,51,0,40,40 to 64 years,"Black alone, not Hispanic",Female,Between 138% - 400% of poverty,107244,10112,97132,9.4,90.6,3.8,36.3,Virginia                                                              
2020,51,0,40,40 to 64 years,Hispanic (any race),Male,At or below 200% of poverty,28499,13908,14591,48.8,51.2,11.5,12.1,Virginia                                                              
2020,51,0,40,40 to 64 years,Hispanic (any race),Male,At or below 250% of poverty,39345,18499,20846,47,53,15.3,17.3,Virginia                                                              
2020,51,0,40,40 to 64 years,Hispanic (any race),Male,At or below 138% of poverty,15561,7747,7814,49.8,50.2,6.4,6.5,Virginia                                                              
2020,51,0,40,40 to 64 years,Hispanic (any race),Male,At or below 400% of poverty,67110,27314,39796,40.7,59.3,22.7,33,Virginia                                                              
2020,51,0,40,40 to 64 years,Hispanic (any race),Male,Between 138% - 400% of poverty,51549,19567,31982,38,62,16.2,26.5,Virginia                                                              
2020,51,0,40,40 to 64 years,Hispanic (any race),Female,At or below 200% of poverty,30074,12159,17915,40.4,59.6,10.6,15.7,Virginia                                                              
2020,51,0,40,40 to 64 years,Hispanic (any race),Female,At or below 250% of poverty,39676,15311,24365,38.6,61.4,13.4,21.3,Virginia                                                              
2020,51,0,40,50 to 64 years,"Black alone, not Hispanic",Female,At or below 400% of poverty,98415,8838,89577,9,91,5.3,53.7,Virginia                                                              
2020,51,0,40,50 to 64 years,"Black alone, not Hispanic",Female,Between 138% - 400% of poverty,64577,5769,58808,8.9,91.1,3.5,35.2,Virginia                                                              
2020,51,0,40,50 to 64 years,Hispanic (any race),Male,At or below 200% of poverty,11219,4425,6794,39.4,60.6,8,12.3,Virginia                                                              
2020,51,0,40,50 to 64 years,Hispanic (any race),Male,At or below 250% of poverty,15846,6108,9738,38.5,61.5,11,17.6,Virginia                                                              
2020,51,0,40,50 to 64 years,Hispanic (any race),Male,At or below 138% of poverty,6566,2525,4041,38.5,61.5,4.6,7.3,Virginia                                                              
2020,51,0,40,50 to 64 years,Hispanic (any race),Male,At or below 400% of poverty,28004,9756,18248,34.8,65.2,17.6,32.9,Virginia                                                              
2020,51,0,40,50 to 64 years,Hispanic (any race),Male,Between 138% - 400% of poverty,21438,7231,14207,33.7,66.3,13,25.6,Virginia                                                              
2020,51,0,40,50 to 64 years,Hispanic (any race),Female,At or below 200% of poverty,12726,4978,7748,39.1,60.9,9.1,14.2,Virginia                                                              
2020,51,0,40,50 to 64 years,Hispanic (any race),Female,At or below 250% of poverty,16833,6285,10548,37.3,62.7,11.5,19.3,Virginia                                                              
2020,51,0,40,50 to 64 years,Hispanic (any race),Female,At or below 138% of poverty,7688,3051,4637,39.7,60.3,5.6,8.5,Virginia                                                              
2020,51,0,40,50 to 64 years,Hispanic (any race),Female,At or below 400% of poverty,28671,9407,19264,32.8,67.2,17.2,35.3,Virginia                                                              
2020,51,0,40,50 to 64 years,Hispanic (any race),Female,Between 138% - 400% of poverty,20983,6356,14627,30.3,69.7,11.6,26.8,Virginia                                                              
2020,51,0,40,21 to 64 years,"White alone, not Hispanic",Male,At or below 200% of poverty,214739,39565,175174,18.4,81.6,2.7,11.9,Virginia                                                              
2020,51,0,40,21 to 64 years,"White alone, not Hispanic",Male,At or below 250% of poverty,298322,52645,245677,17.6,82.4,3.6,16.7,Virginia                                                              
2020,51,0,40,21 to 64 years,"White alone, not Hispanic",Male,At or below 138% of poverty,129724,24448,105276,18.8,81.2,1.7,7.2,Virginia                                                              
2020,51,0,40,21 to 64 years,"White alone, not Hispanic",Male,At or below 400% of poverty,572805,82076,490729,14.3,85.7,5.6,33.5,Virginia                                                              
2020,51,0,40,21 to 64 years,"White alone, not Hispanic",Male,Between 138% - 400% of poverty,443081,57628,385453,13,87,3.9,26.3,Virginia                                                              
2020,51,0,40,21 to 64 years,"White alone, not Hispanic",Female,At or below 200% of poverty,263814,33775,230039,12.8,87.2,2.3,15.5,Virginia                                                              
2020,51,0,40,21 to 64 years,"White alone, not Hispanic",Female,At or below 250% of poverty,351046,43246,307800,12.3,87.7,2.9,20.7,Virginia                                                              
2020,51,0,40,21 to 64 years,"White alone, not Hispanic",Female,At or below 138% of poverty,166653,21569,145084,12.9,87.1,1.5,9.8,Virginia                                                              
2020,51,0,40,21 to 64 years,"White alone, not Hispanic",Female,At or below 400% of poverty,634088,63589,570499,10,90,4.3,38.4,Virginia                                                              
2020,51,0,40,21 to 64 years,"White alone, not Hispanic",Female,Between 138% - 400% of poverty,467435,42020,425415,9,91,2.8,28.6,Virginia                                                              
2020,51,0,40,21 to 64 years,"Black alone, not Hispanic",Male,At or below 200% of poverty,107427,22394,85033,20.8,79.2,5.4,20.6,Virginia                                                              
2020,51,0,40,21 to 64 years,"Black alone, not Hispanic",Male,At or below 250% of poverty,143754,29742,114012,20.7,79.3,7.2,27.6,Virginia                                                              
2020,51,0,40,21 to 64 years,"Black alone, not Hispanic",Male,At or below 138% of poverty,66451,13809,52642,20.8,79.2,3.3,12.7,Virginia                                                              
2020,51,0,40,21 to 64 years,"Black alone, not Hispanic",Male,At or below 400% of poverty,242679,44408,198271,18.3,81.7,10.7,48,Virginia                                                              
2020,51,0,40,21 to 64 years,"Black alone, not Hispanic",Male,Between 138% - 400% of poverty,176228,30599,145629,17.4,82.6,7.4,35.2,Virginia                                                              
2020,51,0,40,21 to 64 years,"Black alone, not Hispanic",Female,At or below 200% of poverty,157317,19901,137416,12.7,87.3,4.2,28.8,Virginia                                                              
2020,51,0,40,21 to 64 years,"Black alone, not Hispanic",Female,At or below 250% of poverty,201008,24857,176151,12.4,87.6,5.2,36.9,Virginia                                                              
2020,51,0,40,21 to 64 years,"Black alone, not Hispanic",Female,At or below 138% of poverty,102648,13069,89579,12.7,87.3,2.7,18.8,Virginia                                                              
2020,51,0,40,21 to 64 years,"Black alone, not Hispanic",Female,At or below 400% of poverty,305125,34096,271029,11.2,88.8,7.2,56.9,Virginia                                                              
2020,51,0,40,21 to 64 years,"Black alone, not Hispanic",Female,Between 138% - 400% of poverty,202477,21027,181450,10.4,89.6,4.4,38.1,Virginia                                                              
2020,51,0,40,21 to 64 years,Hispanic (any race),Male,At or below 200% of poverty,65158,30677,34481,47.1,52.9,12.2,13.7,Virginia                                                              
2020,51,0,40,21 to 64 years,Hispanic (any race),Male,At or below 250% of poverty,90449,41101,49348,45.4,54.6,16.4,19.7,Virginia                                                              
2020,51,0,40,21 to 64 years,Hispanic (any race),Male,At or below 138% of poverty,33985,16225,17760,47.7,52.3,6.5,7.1,Virginia                                                              
2020,51,0,40,21 to 64 years,Hispanic (any race),Male,At or below 400% of poverty,152481,60778,91703,39.9,60.1,24.2,36.6,Virginia                                                              
2020,51,0,40,21 to 64 years,Hispanic (any race),Male,Between 138% - 400% of poverty,118496,44553,73943,37.6,62.4,17.8,29.5,Virginia                                                              
2020,51,0,40,21 to 64 years,Hispanic (any race),Female,At or below 200% of poverty,73596,30543,43053,41.5,58.5,13,18.3,Virginia                                                              
2020,51,0,40,21 to 64 years,Hispanic (any race),Female,At or below 250% of poverty,94806,36989,57817,39,61,15.7,24.6,Virginia                                                              
2020,51,0,40,21 to 64 years,Hispanic (any race),Female,At or below 138% of poverty,45960,20665,25295,45,55,8.8,10.7,Virginia                                                              
2020,51,0,40,21 to 64 years,Hispanic (any race),Female,At or below 400% of poverty,147518,48377,99141,32.8,67.2,20.6,42.1,Virginia                                                              
2020,51,0,40,21 to 64 years,Hispanic (any race),Female,Between 138% - 400% of poverty,101558,27712,73846,27.3,72.7,11.8,31.4,Virginia                                                              
2020,53,0,40,18 to 64 years,"White alone, not Hispanic",Male,At or below 200% of poverty,252630,34837,217793,13.8,86.2,2.2,13.8,Washington                                                            
2020,53,0,40,18 to 64 years,"White alone, not Hispanic",Male,At or below 250% of poverty,345759,48199,297560,13.9,86.1,3.1,18.9,Washington                                                            
2020,53,0,40,18 to 64 years,"White alone, not Hispanic",Male,At or below 138% of poverty,156413,20351,136062,13,87,1.3,8.6,Washington                                                            
2020,53,0,40,18 to 64 years,"White alone, not Hispanic",Male,At or below 400% of poverty,645785,79216,566569,12.3,87.7,5,36,Washington                                                            
2020,53,0,40,18 to 64 years,"White alone, not Hispanic",Male,Between 138% - 400% of poverty,489372,58865,430507,12,88,3.7,27.3,Washington                                                            
2020,53,0,40,18 to 64 years,"White alone, not Hispanic",Female,At or below 200% of poverty,300065,32562,267503,10.9,89.1,2.1,17.4,Washington                                                            
2020,53,0,40,18 to 64 years,"White alone, not Hispanic",Female,At or below 250% of poverty,395718,42896,352822,10.8,89.2,2.8,22.9,Washington                                                            
2020,53,0,40,18 to 64 years,"White alone, not Hispanic",Female,At or below 138% of poverty,193610,20259,173351,10.5,89.5,1.3,11.3,Washington                                                            
2020,53,0,40,18 to 64 years,"White alone, not Hispanic",Female,At or below 400% of poverty,690510,64438,626072,9.3,90.7,4.2,40.7,Washington                                                            
2020,53,0,40,18 to 64 years,"White alone, not Hispanic",Female,Between 138% - 400% of poverty,496900,44179,452721,8.9,91.1,2.9,29.4,Washington                                                            
2020,53,0,40,18 to 64 years,"Black alone, not Hispanic",Male,At or below 200% of poverty,30436,5060,25376,16.6,83.4,4.8,24,Washington                                                            
2020,53,0,40,18 to 64 years,"Black alone, not Hispanic",Male,At or below 250% of poverty,39887,6744,33143,16.9,83.1,6.4,31.3,Washington                                                            
2020,53,0,40,18 to 64 years,"Black alone, not Hispanic",Male,At or below 138% of poverty,20392,3313,17079,16.2,83.8,3.1,16.1,Washington                                                            
2020,53,0,40,18 to 64 years,"Black alone, not Hispanic",Male,At or below 400% of poverty,62791,9784,53007,15.6,84.4,9.2,50.1,Washington                                                            
2020,53,0,40,18 to 64 years,"Black alone, not Hispanic",Male,Between 138% - 400% of poverty,42399,6471,35928,15.3,84.7,6.1,33.9,Washington                                                            
2020,53,0,40,18 to 64 years,"Black alone, not Hispanic",Female,At or below 200% of poverty,29786,3286,26500,11,89,3.8,30.6,Washington                                                            
2020,53,0,40,18 to 64 years,"Black alone, not Hispanic",Female,At or below 250% of poverty,37056,4132,32924,11.2,88.8,4.8,38,Washington                                                            
2020,53,0,40,18 to 64 years,"Black alone, not Hispanic",Female,At or below 138% of poverty,20530,2181,18349,10.6,89.4,2.5,21.2,Washington                                                            
2020,53,0,40,18 to 64 years,"Black alone, not Hispanic",Female,At or below 400% of poverty,55710,5875,49835,10.5,89.5,6.8,57.5,Washington                                                            
2020,53,0,40,18 to 64 years,"Black alone, not Hispanic",Female,Between 138% - 400% of poverty,35180,3694,31486,10.5,89.5,4.3,36.3,Washington                                                            
2020,53,0,40,18 to 64 years,Hispanic (any race),Male,At or below 200% of poverty,92592,32286,60306,34.9,65.1,10.4,19.5,Washington                                                            
2020,53,0,40,18 to 64 years,Hispanic (any race),Male,At or below 250% of poverty,127609,43913,83696,34.4,65.6,14.2,27,Washington                                                            
2020,53,0,40,18 to 64 years,Hispanic (any race),Male,At or below 138% of poverty,49754,17128,32626,34.4,65.6,5.5,10.5,Washington                                                            
2020,53,0,40,18 to 64 years,Hispanic (any race),Male,At or below 400% of poverty,204384,63632,140752,31.1,68.9,20.6,45.5,Washington                                                            
2020,53,0,40,18 to 64 years,Hispanic (any race),Male,Between 138% - 400% of poverty,154630,46504,108126,30.1,69.9,15,34.9,Washington                                                            
2020,53,0,40,18 to 64 years,Hispanic (any race),Female,At or below 200% of poverty,105247,30422,74825,28.9,71.1,10.6,26,Washington                                                            
2020,53,0,40,18 to 64 years,Hispanic (any race),Female,At or below 250% of poverty,134725,38093,96632,28.3,71.7,13.2,33.6,Washington                                                            
2020,53,0,40,18 to 64 years,Hispanic (any race),Female,At or below 138% of poverty,66249,19614,46635,29.6,70.4,6.8,16.2,Washington                                                            
